YEAR,TARGET_YEAR,OCC_CODE,OCC_TITLE,SOURCE_FILE,OCC_MAJOR,OCC_MINOR,TOT_EMP,EMP_PRSE,A_MEAN,MEAN_PRSE,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90,LOG_TOT_EMP,LOG_A_MEAN,EMPLOYMENT_SHARE,NEXT_TOT_EMP,NEXT_A_MEAN,TARGET_LOG_TOT_EMP,TARGET_LOG_A_MEAN,DATA_SPLIT
2012,2013,49-9064,Watch Repairers,converted_csv/oesm12nat/national_M2012_dl__national_dl.csv,49,49-90,2670,11.8,39570,2.5,20630,27320,37650,49270,60940,7.890208213109961,10.585851805730604,2.049309612919953e-05,2840,37970,7.951911381854188,10.544577989460558,train_through_2022
2013,2014,49-9064,Watch Repairers,converted_csv/oesm13nat/national_M2013_dl__national_dl.csv,49,49-90,2840,10.5,37970,3.7,20250,24450,35460,47410,59550,7.951911381854188,10.544577989460558,2.1419590931065873e-05,2390,38240,7.779466967458324,10.551663517451031,train_through_2022
2014,2015,49-9064,Watch Repairers,converted_csv/oesm14nat/national_M2014_dl__national_dl.csv,49,49-90,2390,10.8,38240,4.1,20010,24350,35450,47440,60200,7.779466967458324,10.551663517451031,1.76869155454963e-05,2200,37110,7.696667081526462,10.52166870060616,train_through_2022
2015,2016,49-9064,Watch Repairers,converted_csv/oesm15nat/national_M2015_dl__national_dl.csv,49,49-90,2200,11.3,37110,4.0,19320,23960,34750,46220,58220,7.696667081526462,10.52166870060616,1.5953972499267386e-05,1620,39720,7.390798521735676,10.589635294075828,train_through_2022
2016,2017,49-9064,Watch Repairers,converted_csv/oesm16nat/national_M2016_dl__national_dl.csv,49,49-90,1620,10.3,39720,3.0,20810,26530,36740,48420,61880,7.390798521735676,10.589635294075828,1.1538465647601726e-05,2130,39530,7.664346632098617,10.584840453213362,train_through_2022
2017,2018,49-9064,Watch Repairers,converted_csv/oesm17nat/national_M2017_dl__national_dl.csv,49,49-90,2130,10.4,39530,3.5,21340,25400,35770,50840,62410,7.664346632098617,10.584840453213362,1.4942219908789323e-05,2610,44830,7.8674885686991285,10.710655143391888,train_through_2022
2018,2019,49-9064,Watch Repairers,converted_csv/oesm18nat/national_M2018_dl__national_dl.csv,49,49-90,2610,10.2,44830,3.5,23240,29600,39910,55950,68500,7.8674885686991285,10.710655143391888,1.8033427756637442e-05,2780,45280,7.930565854233965,10.720642797438853,train_through_2022
2019,2020,49-9064,Watch and Clock Repairers,converted_csv/oesm19nat/national_M2019_dl__national_M2019_dl.csv,49,49-90,2780,12.9,45280,4.6,22360,30380,42520,56210,68670,7.930565854233965,10.720642797438853,1.892785674635453e-05,2430,48560,7.796057974316123,10.79057601860207,train_through_2022
2020,2021,49-9064,Watch and Clock Repairers,converted_csv/oesm20nat/national_M2020_dl__national_M2020_dl.csv,49,49-90,2430,14.1,48560,5.8,22780,32960,45290,59370,76060,7.796057974316123,10.79057601860207,1.7469849591784252e-05,1970,45460,7.58629630715272,10.724610094524913,train_through_2022
2021,2022,49-9064,Watch and Clock Repairers,converted_csv/oesm21nat/national_M2021_dl__national_M2021_dl.csv,49,49-90,1970,13.8,45460,5.9,23420,29300,44250,55530,74760,7.58629630715272,10.724610094524913,1.3982979236269548e-05,1880,49580,7.53955882930103,10.811362974808937,train_through_2022
2022,2023,49-9064,Watch and Clock Repairers,converted_csv/oesm22nat/national_M2022_dl__national_M2022_dl.csv,49,49-90,1880,15.5,49580,5.0,28080,32420,48370,59620,75870,7.53955882930103,10.811362974808937,1.2712601352566687e-05,1880,56140,7.53955882930103,10.93562166236856,holdout_2023_2024
2023,2024,49-9064,Watch and Clock Repairers,converted_csv/oesm23nat/national_M2023_dl__national_M2023_dl.csv,49,49-90,1880,14.5,56140,3.8,28390,43660,58140,68340,79150,7.53955882930103,10.93562166236856,1.2380380337137512e-05,1300,62450,7.170888478512505,11.042137528235768,holdout_2023_2024
2010,2011,49-9069,"Precision Instrument and Equipment Repairers, All Other",converted_csv/oesm10nat/national_M2010_dl__national_dl.csv,49,49-90,12640,3.8,51290,1.2,31890,39050,50910,62080,72980,9.444700778495557,10.845270577171219,9.945147476151316e-05,12230,51970,9.411728991487363,10.858441149687675,train_through_2022
2011,2012,49-9069,"Precision Instrument and Equipment Repairers, All Other",oesm11nat/national_M2011_dl.csv,49,49-90,12230,4.3,51970,1.2,32210,40220,51730,62200,73370,9.411728991487363,10.858441149687675,9.533925143486353e-05,11800,52880,9.375939552625749,10.875799385088063,train_through_2022
2012,2013,49-9069,"Precision Instrument and Equipment Repairers, All Other",converted_csv/oesm12nat/national_M2012_dl__national_dl.csv,49,49-90,11800,5.1,52880,1.3,33370,41340,52270,62850,73540,9.375939552625749,10.875799385088063,9.056873944739868e-05,11390,51600,9.340578848899913,10.851296331126829,train_through_2022
2013,2014,49-9069,"Precision Instrument and Equipment Repairers, All Other",converted_csv/oesm13nat/national_M2013_dl__national_dl.csv,49,49-90,11390,4.2,51600,1.2,31300,39870,51310,61430,72900,9.340578848899913,10.851296331126829,8.590462700874658e-05,11180,52120,9.321971188147367,10.861323217547433,train_through_2022
2014,2015,49-9069,"Precision Instrument and Equipment Repairers, All Other",converted_csv/oesm14nat/national_M2014_dl__national_dl.csv,49,49-90,11180,4.1,52120,1.7,30570,39470,52090,62710,74430,9.321971188147367,10.861323217547433,8.273628276094084e-05,12130,54110,9.40351943877092,10.898792771338309,train_through_2022
2015,2016,49-9069,"Precision Instrument and Equipment Repairers, All Other",converted_csv/oesm15nat/national_M2015_dl__national_dl.csv,49,49-90,12130,3.9,54110,1.3,30020,39890,54350,64890,78220,9.40351943877092,10.898792771338309,8.796440291641518e-05,11640,56570,9.36228862824824,10.943251765395033,train_through_2022
2016,2017,49-9069,"Precision Instrument and Equipment Repairers, All Other",converted_csv/oesm16nat/national_M2016_dl__national_dl.csv,49,49-90,11640,3.9,56570,1.2,32650,43420,56230,66750,81310,9.36228862824824,10.943251765395033,8.290601243091611e-05,12010,57850,9.39357817555449,10.965626018557122,train_through_2022
2017,2018,49-9069,"Precision Instrument and Equipment Repairers, All Other",converted_csv/oesm17nat/national_M2017_dl__national_dl.csv,49,49-90,12010,4.1,57850,1.2,33590,44050,56940,68130,83570,9.39357817555449,10.965626018557122,8.4251671880075e-05,10930,58060,9.299358068293836,10.96924946099213,train_through_2022
2018,2019,49-9069,"Precision Instrument and Equipment Repairers, All Other",converted_csv/oesm18nat/national_M2018_dl__national_dl.csv,49,49-90,10930,4.8,58060,1.1,34950,45390,57610,68420,80970,9.299358068293836,10.96924946099213,7.551929708047787e-05,10570,59940,9.265869681768663,11.001116024081504,train_through_2022
2019,2020,49-9069,"Precision Instrument and Equipment Repairers, All Other",converted_csv/oesm19nat/national_M2019_dl__national_M2019_dl.csv,49,49-90,10570,4.4,59940,1.1,36340,46960,58720,71170,85160,9.265869681768663,11.001116024081504,7.196670712552785e-05,10100,62500,9.220389707829185,11.042937835596494,train_through_2022
2020,2021,49-9069,"Precision Instrument and Equipment Repairers, All Other",converted_csv/oesm20nat/national_M2020_dl__national_M2020_dl.csv,49,49-90,10100,4.4,62500,1.2,38180,49380,61420,74090,87100,9.220389707829185,11.042937835596494,7.261130900288929e-05,11110,59070,9.315690887584008,10.986495389225194,train_through_2022
2021,2022,49-9069,"Precision Instrument and Equipment Repairers, All Other",converted_csv/oesm21nat/national_M2021_dl__national_M2021_dl.csv,49,49-90,11110,5.2,59070,1.5,37070,46650,57670,71680,81270,9.315690887584008,10.986495389225194,7.88583245253577e-05,10810,63970,9.288319413292772,11.066185134649654,train_through_2022
2022,2023,49-9069,"Precision Instrument and Equipment Repairers, All Other",converted_csv/oesm22nat/national_M2022_dl__national_M2022_dl.csv,49,49-90,10810,4.9,63970,1.5,39960,49900,61690,76570,90250,9.288319413292772,11.066185134649654,7.309745777725845e-05,10330,65710,9.242904362849446,11.093021618159923,holdout_2023_2024
2023,2024,49-9069,"Precision Instrument and Equipment Repairers, All Other",converted_csv/oesm23nat/national_M2023_dl__national_M2023_dl.csv,49,49-90,10330,3.8,65710,1.0,41250,48380,62040,79430,95620,9.242904362849446,11.093021618159923,6.802623876735665e-05,9680,70420,9.177920480720072,11.162246793119436,holdout_2023_2024
2010,2011,49-9071,"Maintenance and Repair Workers, General",converted_csv/oesm10nat/national_M2010_dl__national_dl.csv,49,49-90,1217820,0.5,36630,0.2,20800,26530,34730,45030,56090,14.012573754218803,10.508650155427521,0.009581803401429268,1225450,36930,14.018819497470805,10.516806585736159,train_through_2022
2011,2012,49-9071,"Maintenance and Repair Workers, General",oesm11nat/national_M2011_dl.csv,49,49-90,1225450,0.4,36930,0.2,20820,26650,35030,45370,56780,14.018819497470805,10.516806585736159,0.009553024175867009,1230270,37190,14.022745028283818,10.523822075506256,train_through_2022
2012,2013,49-9071,"Maintenance and Repair Workers, General",converted_csv/oesm12nat/national_M2012_dl__national_dl.csv,49,49-90,1230270,0.4,37190,0.2,20920,26720,35210,45740,57260,14.022745028283818,10.523822075506256,0.00944271212541959,1249080,37710,14.037918638886428,10.537707108065746,train_through_2022
2013,2014,49-9071,"Maintenance and Repair Workers, General",converted_csv/oesm13nat/national_M2013_dl__national_dl.csv,49,49-90,1249080,0.4,37710,0.2,21070,27000,35640,46340,57990,14.037918638886428,10.537707108065746,0.009420698112737944,1282920,38390,14.064650067267072,10.555578336105706,train_through_2022
2014,2015,49-9071,"Maintenance and Repair Workers, General",converted_csv/oesm14nat/national_M2014_dl__national_dl.csv,49,49-90,1282920,0.4,38390,0.2,21370,27450,36170,47250,59170,14.064650067267072,10.555578336105706,0.009494099452564063,1314560,38950,14.08901332755274,10.570059724910275,train_through_2022
2015,2016,49-9071,"Maintenance and Repair Workers, General",converted_csv/oesm15nat/national_M2015_dl__national_dl.csv,49,49-90,1314560,0.4,38950,0.2,21700,27890,36630,47950,60060,14.08901332755274,10.570059724910275,0.009532933676653152,1332480,39360,14.102553176008657,10.580530757347516,train_through_2022
2016,2017,49-9071,"Maintenance and Repair Workers, General",converted_csv/oesm16nat/national_M2016_dl__national_dl.csv,49,49-90,1332480,0.4,39360,0.2,22010,28180,36940,48520,60660,14.102553176008657,10.580530757347516,0.009490601670442191,1351210,40280,14.116511785354373,10.603635172740818,train_through_2022
2017,2018,49-9071,"Maintenance and Repair Workers, General",converted_csv/oesm17nat/national_M2017_dl__national_dl.csv,49,49-90,1351210,0.4,40280,0.2,22820,28930,37670,49410,61720,14.116511785354373,10.603635172740818,0.009478909372279446,1384240,41020,14.140662532948348,10.621839409681249,train_through_2022
2018,2019,49-9071,"Maintenance and Repair Workers, General",converted_csv/oesm18nat/national_M2018_dl__national_dl.csv,49,49-90,1384240,0.4,41020,0.2,23540,29560,38300,50100,62400,14.140662532948348,10.621839409681249,0.009564211508753952,1418990,41960,14.16545661362735,10.644495894447413,train_through_2022
2019,2020,49-9071,"Maintenance and Repair Workers, General",converted_csv/oesm19nat/national_M2019_dl__national_M2019_dl.csv,49,49-90,1418990,0.4,41960,0.2,24600,30590,39080,51030,63140,14.16545661362735,10.644495894447413,0.009661309152701301,1357630,43790,14.121251827055124,10.687183595798688,train_through_2022
2020,2021,49-9071,"Maintenance and Repair Workers, General",converted_csv/oesm20nat/national_M2020_dl__national_M2020_dl.csv,49,49-90,1357630,0.5,43790,0.2,26130,32020,40850,53150,65590,14.121251827055124,10.687183595798688,0.009760325885306195,1416740,44920,14.163869721444192,10.712660670403343,train_through_2022
2021,2022,49-9071,"Maintenance and Repair Workers, General",converted_csv/oesm21nat/national_M2021_dl__national_M2021_dl.csv,49,49-90,1416740,0.4,44920,0.3,28910,34270,43180,53900,62400,14.163869721444192,10.712660670403343,0.010055962438168791,1485990,47130,14.21159244771391,10.760686237600595,train_through_2022
2022,2023,49-9071,"Maintenance and Repair Workers, General",converted_csv/oesm22nat/national_M2022_dl__national_M2022_dl.csv,49,49-90,1485990,0.8,47130,0.2,29220,35800,44980,57390,68930,14.21159244771391,10.760686237600595,0.010048297065904559,1503150,49650,14.223074129423964,10.8127738102574,holdout_2023_2024
2023,2024,49-9071,"Maintenance and Repair Workers, General",converted_csv/oesm23nat/national_M2023_dl__national_M2023_dl.csv,49,49-90,1503150,0.8,49650,0.2,30860,37160,46700,59640,73490,14.223074129423964,10.8127738102574,0.009898706757323539,1531700,52430,14.241889440521794,10.867253298434472,holdout_2023_2024
2012,2013,49-9081,Wind Turbine Service Technicians,converted_csv/oesm12nat/national_M2012_dl__national_dl.csv,49,49-90,3200,9.7,48320,1.9,33170,39200,45970,55830,66960,8.071218539969863,10.785621527758789,2.456101408743015e-05,3290,53050,8.098946748943339,10.879008994005844,train_through_2022
2013,2014,49-9081,Wind Turbine Service Technicians,converted_csv/oesm13nat/national_M2013_dl__national_dl.csv,49,49-90,3290,13.2,53050,2.5,35860,41680,49490,60100,74500,8.098946748943339,10.879008994005844,2.4813540198312227e-05,3710,51790,8.219056661060598,10.854971667978388,train_through_2022
2014,2015,49-9081,Wind Turbine Service Technicians,converted_csv/oesm14nat/national_M2014_dl__national_dl.csv,49,49-90,3710,10.0,51790,2.4,36350,41980,48800,58500,70770,8.219056661060598,10.854971667978388,2.7455421202423123e-05,3950,53030,8.281723990411392,10.878631927203992,train_through_2022
2015,2016,49-9081,Wind Turbine Service Technicians,converted_csv/oesm15nat/national_M2015_dl__national_dl.csv,49,49-90,3950,12.6,53030,1.8,37010,43150,51050,60250,71820,8.281723990411392,10.878631927203992,2.8644632441866444e-05,4580,54360,8.429672593886743,10.9034022639752,train_through_2022
2016,2017,49-9081,Wind Turbine Service Technicians,converted_csv/oesm16nat/national_M2016_dl__national_dl.csv,49,49-90,4580,10.0,54360,1.9,36970,43590,52260,62720,76250,8.429672593886743,10.9034022639752,3.262109423828142e-05,4390,56680,8.387312270561717,10.945194336556535,train_through_2022
2017,2018,49-9081,Wind Turbine Service Technicians,converted_csv/oesm17nat/national_M2017_dl__national_dl.csv,49,49-90,4390,12.0,56680,1.7,37850,44550,53880,66330,80170,8.387312270561717,10.945194336556535,3.079640629088504e-05,5580,58000,8.627123250788433,10.968215530759236,train_through_2022
2018,2019,49-9081,Wind Turbine Service Technicians,converted_csv/oesm18nat/national_M2018_dl__national_dl.csv,49,49-90,5580,12.0,58000,1.8,37780,44430,54370,69550,83560,8.627123250788433,10.968215530759236,3.855422485901798e-05,5960,56700,8.692993531219926,10.945547126244623,train_through_2022
2019,2020,49-9081,Wind Turbine Service Technicians,converted_csv/oesm19nat/national_M2019_dl__national_M2019_dl.csv,49,49-90,5960,10.2,56700,1.4,39820,44810,52910,65200,80150,8.692993531219926,10.945547126244623,4.057914611808382e-05,5860,59340,8.676075516476429,10.991055745741916,train_through_2022
2020,2021,49-9081,Wind Turbine Service Technicians,converted_csv/oesm20nat/national_M2020_dl__national_M2020_dl.csv,49,49-90,5860,11.1,59340,1.5,40490,46270,56230,68920,83580,8.676075516476429,10.991055745741916,4.212893769870606e-05,10100,58580,9.220389707829185,10.978165690908607,train_through_2022
2021,2022,49-9081,Wind Turbine Service Technicians,converted_csv/oesm21nat/national_M2021_dl__national_M2021_dl.csv,49,49-90,10100,8.9,58580,1.4,46420,47040,56260,63930,77810,9.220389707829185,10.978165690908607,7.168938593214336e-05,9830,59880,9.193295937366925,11.00011453846092,train_through_2022
2022,2023,49-9081,Wind Turbine Service Technicians,converted_csv/oesm22nat/national_M2022_dl__national_M2022_dl.csv,49,49-90,9830,8.4,59880,1.6,45150,48630,57320,63900,80170,9.193295937366925,11.00011453846092,6.647067622113327e-05,9800,65380,9.19023970026918,11.08798697535854,holdout_2023_2024
2023,2024,49-9081,Wind Turbine Service Technicians,converted_csv/oesm23nat/national_M2023_dl__national_M2023_dl.csv,49,49-90,9800,6.7,65380,1.5,47360,52770,61770,74940,90300,9.19023970026918,11.08798697535854,6.453602516167426e-05,11220,67580,9.325542301664866,11.121082157436103,holdout_2023_2024
2010,2011,49-9091,"Coin, Vending, and Amusement Machine Servicers and Repairers",converted_csv/oesm10nat/national_M2010_dl__national_dl.csv,49,49-90,36240,3.1,31950,0.7,19290,23980,30490,38320,46830,10.497946353595198,10.37195875822042,0.00028513619029724976,36940,32400,10.517077324312647,10.385944565501662,train_through_2022
2011,2012,49-9091,"Coin, Vending, and Amusement Machine Servicers and Repairers",oesm11nat/national_M2011_dl.csv,49,49-90,36940,2.6,32400,0.8,19660,24540,30820,38400,47120,10.517077324312647,10.385944565501662,0.0002879666351597595,36080,32700,10.493521689978726,10.39516093745751,train_through_2022
2012,2013,49-9091,"Coin, Vending, and Amusement Machine Servicers and Repairers",converted_csv/oesm12nat/national_M2012_dl__national_dl.csv,49,49-90,36080,2.7,32700,0.9,19150,24460,31150,39140,47760,10.493521689978726,10.39516093745751,0.00027692543383577494,33250,32840,10.41184012081972,10.399433013772667,train_through_2022
2013,2014,49-9091,"Coin, Vending, and Amusement Machine Servicers and Repairers",converted_csv/oesm13nat/national_M2013_dl__national_dl.csv,49,49-90,33250,2.7,32840,0.9,19030,24320,31530,39450,47670,10.41184012081972,10.399433013772667,0.0002507751403020917,30840,33480,10.336600252573104,10.41873339273561,train_through_2022
2014,2015,49-9091,"Coin, Vending, and Amusement Machine Servicers and Repairers",converted_csv/oesm14nat/national_M2014_dl__national_dl.csv,49,49-90,30840,2.4,33480,1.0,19110,24110,31860,40690,49190,10.336600252573104,10.41873339273561,0.00022822781398456308,32250,34260,10.381304329495126,10.441762960010218,train_through_2022
2015,2016,49-9091,"Coin, Vending, and Amusement Machine Servicers and Repairers",converted_csv/oesm15nat/national_M2015_dl__national_dl.csv,49,49-90,32250,2.6,34260,1.1,19720,24610,32700,41250,50000,10.381304329495126,10.441762960010218,0.00023387073322789692,33600,34860,10.422311107413181,10.459124004835836,train_through_2022
2016,2017,49-9091,"Coin, Vending, and Amusement Machine Servicers and Repairers",converted_csv/oesm16nat/national_M2016_dl__national_dl.csv,49,49-90,33600,2.7,34860,1.1,20080,25200,33070,42140,51540,10.422311107413181,10.459124004835836,0.00023931632454285063,34010,35290,10.434439280685709,10.471383252907115,train_through_2022
2017,2018,49-9091,"Coin, Vending, and Amusement Machine Servicers and Repairers",converted_csv/oesm17nat/national_M2017_dl__national_dl.csv,49,49-90,34010,2.9,35290,1.2,20280,25520,33690,42720,52140,10.434439280685709,10.471383252907115,0.00023858445967038725,32920,36390,10.401866031000361,10.50207677030558,train_through_2022
2018,2019,49-9091,"Coin, Vending, and Amusement Machine Servicers and Repairers",converted_csv/oesm18nat/national_M2018_dl__national_dl.csv,49,49-90,32920,2.9,36390,1.2,20760,26180,34560,44290,55580,10.401866031000361,10.50207677030558,0.0002274561079496186,31370,37380,10.353639178266699,10.52891783292566,train_through_2022
2019,2020,49-9091,"Coin, Vending, and Amusement Machine Servicers and Repairers",converted_csv/oesm19nat/national_M2019_dl__national_M2019_dl.csv,49,49-90,31370,3.0,37380,1.2,21670,27270,35420,45500,57310,10.353639178266699,10.52891783292566,0.000213585203645015,25080,39710,10.129865866360268,10.58938350638188,train_through_2022
2020,2021,49-9091,"Coin, Vending, and Amusement Machine Servicers and Repairers",converted_csv/oesm20nat/national_M2020_dl__national_M2020_dl.csv,49,49-90,25080,3.2,39710,1.4,22770,29280,37580,48440,60930,10.129865866360268,10.58938350638188,0.00018030610195964982,27540,42010,10.223431082444048,10.645686767736345,train_through_2022
2021,2022,49-9091,"Coin, Vending, and Amusement Machine Servicers and Repairers",converted_csv/oesm21nat/national_M2021_dl__national_M2021_dl.csv,49,49-90,27540,3.2,42010,0.9,27460,30300,39040,48040,59770,10.223431082444048,10.645686767736345,0.00019547779094764638,35790,42500,10.485451744135313,10.657282884047461,train_through_2022
2022,2023,49-9091,"Coin, Vending, and Amusement Machine Servicers and Repairers",converted_csv/oesm22nat/national_M2022_dl__national_M2022_dl.csv,49,49-90,35790,4.0,42500,1.0,26630,31790,39690,49870,59930,10.485451744135313,10.657282884047461,0.0002420127672384903,36100,45840,10.494075844768336,10.732934166159403,holdout_2023_2024
2023,2024,49-9091,"Coin, Vending, and Amusement Machine Servicers and Repairers",converted_csv/oesm23nat/national_M2023_dl__national_M2023_dl.csv,49,49-90,36100,3.0,45840,1.1,28840,35420,44980,53550,63300,10.494075844768336,10.732934166159403,0.00023772964370780012,28260,48530,10.249238041316636,10.789958047997803,holdout_2023_2024
2010,2011,49-9092,Commercial Divers,converted_csv/oesm10nat/national_M2010_dl__national_dl.csv,49,49-90,3720,12.4,56400,2.2,31890,37940,51360,67160,89560,8.221747728346623,10.94024216782542,2.9268946686141532e-05,3760,58640,8.232440158470336,10.979189389621132,train_through_2022
2011,2012,49-9092,Commercial Divers,oesm11nat/national_M2011_dl.csv,49,49-90,3760,12.1,58640,2.6,31510,38240,52550,70580,94630,8.232440158470336,10.979189389621132,2.9311168061740544e-05,3480,54750,8.15507488781144,10.91055091235213,train_through_2022
2012,2013,49-9092,Commercial Divers,converted_csv/oesm12nat/national_M2012_dl__national_dl.csv,49,49-90,3480,10.1,54750,3.2,30110,35490,46880,60950,93910,8.15507488781144,10.91055091235213,2.6710102820080287e-05,3600,54880,8.188966863648876,10.9129224838081,train_through_2022
2013,2014,49-9092,Commercial Divers,converted_csv/oesm13nat/national_M2013_dl__national_dl.csv,49,49-90,3600,10.5,54880,3.3,28720,35130,47930,61160,94440,8.188966863648876,10.9129224838081,2.7151594137970825e-05,3620,51070,8.19450550976564,10.840972100417284,train_through_2022
2014,2015,49-9092,Commercial Divers,converted_csv/oesm14nat/national_M2014_dl__national_dl.csv,49,49-90,3620,12.3,51070,2.4,29270,35260,45890,58490,84370,8.19450550976564,10.840972100417284,2.6789386725814475e-05,3450,54640,8.146419323098003,10.90853979568774,train_through_2022
2015,2016,49-9092,Commercial Divers,converted_csv/oesm15nat/national_M2015_dl__national_dl.csv,49,49-90,3450,13.4,54640,2.5,30320,38330,50470,62190,88470,8.146419323098003,10.90853979568774,2.5018729601123857e-05,3370,53990,8.12296471523406,10.896572644989313,train_through_2022
2016,2017,49-9092,Commercial Divers,converted_csv/oesm16nat/national_M2016_dl__national_dl.csv,49,49-90,3370,10.3,53990,2.5,30700,37510,49090,61610,83730,8.12296471523406,10.896572644989313,2.4002857550875195e-05,3280,55270,8.0959035329611,10.920003637661642,train_through_2022
2017,2018,49-9092,Commercial Divers,converted_csv/oesm17nat/national_M2017_dl__national_dl.csv,49,49-90,3280,9.1,55270,2.9,30130,36940,47210,63590,96850,8.0959035329611,10.920003637661642,2.3009615634192008e-05,3380,59470,8.125926802707886,10.993244077760208,train_through_2022
2018,2019,49-9092,Commercial Divers,converted_csv/oesm18nat/national_M2018_dl__national_dl.csv,49,49-90,3380,9.5,59470,3.5,30810,37840,49140,66570,108170,8.125926802707886,10.993244077760208,2.3353634412810173e-05,3420,67100,8.137688184977605,11.11395422597838,train_through_2022
2019,2020,49-9092,Commercial Divers,converted_csv/oesm19nat/national_M2019_dl__national_M2019_dl.csv,49,49-90,3420,11.8,67100,5.9,32470,40490,49980,69020,119830,8.137688184977605,11.11395422597838,2.3285348946954138e-05,3460,71850,8.149312843635345,11.1823498092948,train_through_2022
2020,2021,49-9092,Commercial Divers,converted_csv/oesm20nat/national_M2020_dl__national_M2020_dl.csv,49,49-90,3460,13.8,71850,5.8,36200,43570,54800,77220,111130,8.149312843635345,11.1823498092948,2.487476526237593e-05,2670,82010,7.890208213109961,11.314608663591038,train_through_2022
2021,2022,49-9092,Commercial Divers,converted_csv/oesm21nat/national_M2021_dl__national_M2021_dl.csv,49,49-90,2670,13.7,82010,10.4,37130,47120,60360,115330,160110,7.890208213109961,11.314608663591038,1.8951550538497306e-05,3860,85630,8.258681496264236,11.357802646102229,train_through_2022
2022,2023,49-9092,Commercial Divers,converted_csv/oesm22nat/national_M2022_dl__national_M2022_dl.csv,49,49-90,3860,15.7,85630,8.5,38390,49370,68300,107150,171470,8.258681496264236,11.357802646102229,2.6101404904737986e-05,2790,75570,7.934155233536322,11.232827890691539,holdout_2023_2024
2023,2024,49-9092,Commercial Divers,converted_csv/oesm23nat/national_M2023_dl__national_M2023_dl.csv,49,49-90,2790,11.3,75570,6.4,39430,46440,61300,89750,136990,7.934155233536322,11.232827890691539,1.8373011245007267e-05,3430,78110,8.14060704285845,11.265886170980464,holdout_2023_2024
2010,2011,49-9093,"Fabric Menders, Except Garment",converted_csv/oesm10nat/national_M2010_dl__national_dl.csv,49,49-90,690,11.2,27370,3.3,18750,21820,26380,31050,38890,6.53813982376767,10.21723933772096,5.4289175304939935e-06,760,29580,6.634633357861686,10.294887542319458,train_through_2022
2011,2012,49-9093,"Fabric Menders, Except Garment",oesm11nat/national_M2011_dl.csv,49,49-90,760,10.7,29580,3.9,18840,22210,27970,35170,44700,6.634633357861686,10.294887542319458,5.9245977997135145e-06,770,28540,6.647688373563329,10.259096928959389,train_through_2022
2012,2013,49-9093,"Fabric Menders, Except Garment",converted_csv/oesm12nat/national_M2012_dl__national_dl.csv,49,49-90,770,15.8,28540,5.2,17690,21190,27020,33730,42720,6.647688373563329,10.259096928959389,5.909994014787879e-06,800,27910,6.68586094706836,10.236776155340317,train_through_2022
2013,2014,49-9093,"Fabric Menders, Except Garment",converted_csv/oesm13nat/national_M2013_dl__national_dl.csv,49,49-90,800,16.3,27910,6.4,17820,20630,25460,32900,39970,6.68586094706836,10.236776155340317,6.033687586215739e-06,710,25020,6.566672429803241,10.127470751247781,train_through_2022
2014,2015,49-9093,"Fabric Menders, Except Garment",converted_csv/oesm14nat/national_M2014_dl__national_dl.csv,49,49-90,710,15.3,25020,2.7,17830,20110,23930,28840,33190,6.566672429803241,10.127470751247781,5.254271982134883e-06,620,25840,6.431331081933479,10.159717656838128,train_through_2022
2015,2016,49-9093,"Fabric Menders, Except Garment",converted_csv/oesm15nat/national_M2015_dl__national_dl.csv,49,49-90,620,11.6,25840,2.5,19290,21190,24490,28950,34670,6.431331081933479,10.159717656838128,4.496119522520809e-06,550,27670,6.311734809152915,10.228140212351999,train_through_2022
2016,2017,49-9093,"Fabric Menders, Except Garment",converted_csv/oesm16nat/national_M2016_dl__national_dl.csv,49,49-90,550,12.1,27670,2.4,20270,22630,26920,30810,37430,6.311734809152915,10.228140212351999,3.917380312457376e-06,390,29530,5.968707559985366,10.293195838031854,train_through_2022
2017,2018,49-9093,"Fabric Menders, Except Garment",converted_csv/oesm17nat/national_M2017_dl__national_dl.csv,49,49-90,390,14.5,29530,2.2,21390,25000,28640,32330,39160,5.968707559985366,10.293195838031854,2.735899419919172e-06,400,33550,5.993961427306569,10.420821948214945,train_through_2022
2010,2011,49-9094,Locksmiths and Safe Repairers,converted_csv/oesm10nat/national_M2010_dl__national_dl.csv,49,49-90,15850,3.9,37550,1.1,20950,26830,35550,46610,57460,9.670987868797893,10.533455287996134,0.00012470774327294173,16200,38490,9.692828247710418,10.558179726714524,train_through_2022
2011,2012,49-9094,Locksmiths and Safe Repairers,oesm11nat/national_M2011_dl.csv,49,49-90,16200,3.5,38490,1.0,21050,27640,36680,47640,58750,9.692828247710418,10.558179726714524,0.00012628747941494597,16190,39160,9.692210811286753,10.575436632579894,train_through_2022
2012,2013,49-9094,Locksmiths and Safe Repairers,converted_csv/oesm12nat/national_M2012_dl__national_dl.csv,49,49-90,16190,3.7,39160,1.0,22060,28330,37560,48360,59110,9.692210811286753,10.575436632579894,0.0001242633806485919,17400,39820,9.76428295481558,10.5921496903114,train_through_2022
2013,2014,49-9094,Locksmiths and Safe Repairers,converted_csv/oesm13nat/national_M2013_dl__national_dl.csv,49,49-90,17400,3.8,39820,1.0,22670,29090,37950,49070,59600,9.76428295481558,10.5921496903114,0.00013123270500019232,17090,40620,9.746307288148506,10.612040453245921,train_through_2022
