YEAR,TARGET_YEAR,OCC_CODE,OCC_TITLE,SOURCE_FILE,OCC_MAJOR,OCC_MINOR,TOT_EMP,EMP_PRSE,A_MEAN,MEAN_PRSE,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90,LOG_TOT_EMP,LOG_A_MEAN,EMPLOYMENT_SHARE,NEXT_TOT_EMP,NEXT_A_MEAN,TARGET_LOG_TOT_EMP,TARGET_LOG_A_MEAN,DATA_SPLIT
2021,2022,29-2052,Pharmacy Technicians,converted_csv/oesm21nat/national_M2021_dl__national_M2021_dl.csv,29,29-20,436630,0.7,37970,0.3,28740,29460,36740,45850,47580,12.986843723783968,10.544577989460558,0.00309918183955958,453630,40260,13.025039371212136,10.60313853743474,train_through_2022
2022,2023,29-2052,Pharmacy Technicians,converted_csv/oesm22nat/national_M2022_dl__national_M2022_dl.csv,29,29-20,453630,0.8,40260,0.3,29640,34590,37790,45710,50640,13.025039371212136,10.60313853743474,0.003067456038066397,460280,43330,13.039592451525632,10.676623593166008,holdout_2023_2024
2023,2024,29-2052,Pharmacy Technicians,converted_csv/oesm23nat/national_M2023_dl__national_M2023_dl.csv,29,29-20,460280,0.8,43330,0.2,32720,36290,40300,47680,57130,13.039592451525632,10.676623593166008,0.003031085883817901,487920,44800,13.097908786484552,10.709985739582528,holdout_2023_2024
2010,2011,29-2053,Psychiatric Technicians,converted_csv/oesm10nat/national_M2010_dl__national_dl.csv,29,29-20,72650,1.7,31520,1.7,18420,22290,28710,37470,50430,11.193422433528612,10.358409269356885,0.0005716099399860705,69840,31370,11.153976508853129,10.353639178266699,train_through_2022
2011,2012,29-2053,Psychiatric Technicians,oesm11nat/national_M2011_dl.csv,29,29-20,69840,1.2,31370,1.7,15680,21760,28470,37630,51200,11.153976508853129,10.353639178266699,0.0005444393556999893,67760,33140,11.123742087186342,10.408526465540385,train_through_2022
2012,2013,29-2053,Psychiatric Technicians,converted_csv/oesm12nat/national_M2012_dl__national_dl.csv,29,29-20,67760,1.7,33140,1.1,20550,23990,30050,39240,52980,11.123742087186342,10.408526465540385,0.0005200794733013334,66760,33470,11.108874356692946,10.41843467126129,train_through_2022
2013,2014,29-2053,Psychiatric Technicians,converted_csv/oesm13nat/national_M2013_dl__national_dl.csv,29,29-20,66760,2.2,33470,1.3,20530,23840,29880,39720,54380,11.108874356692946,10.41843467126129,0.0005035112290697034,64540,35160,11.075055959753039,10.467692792805359,train_through_2022
2014,2015,29-2053,Psychiatric Technicians,converted_csv/oesm14nat/national_M2014_dl__national_dl.csv,29,29-20,64540,2.1,35160,1.3,20990,24830,31130,42680,57280,11.075055959753039,10.467692792805359,0.0004776207235591343,58450,36280,10.975944075393727,10.499049467245019,train_through_2022
2015,2016,29-2053,Psychiatric Technicians,converted_csv/oesm15nat/national_M2015_dl__national_dl.csv,29,29-20,58450,1.7,36280,1.3,20780,24740,31140,45020,60690,10.975944075393727,10.499049467245019,0.0004238680420828085,61720,35870,11.030379508549343,10.48768444858769,train_through_2022
2016,2017,29-2053,Psychiatric Technicians,converted_csv/oesm16nat/national_M2016_dl__national_dl.csv,29,29-20,61720,1.6,35870,1.2,21330,25290,30970,42930,59960,11.030379508549343,10.48768444858769,0.00043960129615430775,66930,36070,11.111417516966188,10.493244497383538,train_through_2022
2017,2018,29-2053,Psychiatric Technicians,converted_csv/oesm17nat/national_M2017_dl__national_dl.csv,29,29-20,66930,1.5,36070,1.2,21930,25980,31670,42320,59600,11.111417516966188,10.493244497383538,0.00046952243121843633,71360,37760,11.175506780608618,10.539032102959615,train_through_2022
2018,2019,29-2053,Psychiatric Technicians,converted_csv/oesm18nat/national_M2018_dl__national_dl.csv,29,29-20,71360,1.5,37760,1.6,22800,26940,32870,43680,64430,11.175506780608618,10.539032102959615,0.0004930518792006313,78470,37550,11.270484408764034,10.533455287996134,train_through_2022
2019,2020,29-2053,Psychiatric Technicians,converted_csv/oesm19nat/national_M2019_dl__national_M2019_dl.csv,29,29-20,78470,1.8,37550,1.4,23440,27440,33780,43200,62120,11.270484408764034,10.533455287996134,0.0005342693952828921,85330,38080,11.354293090669742,10.547470749064702,train_through_2022
2020,2021,29-2053,Psychiatric Technicians,converted_csv/oesm20nat/national_M2020_dl__national_M2020_dl.csv,29,29-20,85330,1.9,38080,1.1,24960,28660,35030,44020,59020,11.354293090669742,10.547470749064702,0.0006134577224966873,93410,38000,11.444764390301508,10.545367754151743,train_through_2022
2021,2022,29-2053,Psychiatric Technicians,converted_csv/oesm21nat/national_M2021_dl__national_M2021_dl.csv,29,29-20,93410,2.4,38000,0.8,26980,29210,36570,45620,56380,11.444764390301508,10.545367754151743,0.0006630203504872785,100950,40760,11.522390529585927,10.615481020892434,train_through_2022
2022,2023,29-2053,Psychiatric Technicians,converted_csv/oesm22nat/national_M2022_dl__national_M2022_dl.csv,29,29-20,100950,2.3,40760,0.6,28660,31660,37380,45710,58880,11.522390529585927,10.615481020892434,0.0006826261205008548,115940,43650,11.660836720007467,10.683981470512775,holdout_2023_2024
2023,2024,29-2053,Psychiatric Technicians,converted_csv/oesm23nat/national_M2023_dl__national_M2023_dl.csv,29,29-20,115940,2.0,43650,0.5,31150,35730,39700,47960,59990,11.660836720007467,10.683981470512775,0.0007635006895147464,136300,45000,11.822620954414864,10.714439990727769,holdout_2023_2024
2010,2011,29-2054,Respiratory Therapy Technicians,converted_csv/oesm10nat/national_M2010_dl__national_dl.csv,29,29-20,13570,2.1,46340,0.5,29630,36720,45210,55490,65930,9.51569044208137,10.743782377382361,0.00010676871143304855,13940,47330,9.542589417753089,10.764920750925564,train_through_2022
2011,2012,29-2054,Respiratory Therapy Technicians,oesm11nat/national_M2011_dl.csv,29,29-20,13940,2.1,47330,0.5,30770,37910,46350,56730,67400,9.542589417753089,10.764920750925564,0.00010866959648421894,13460,47510,9.507551894644093,10.768716542159835,train_through_2022
2012,2013,29-2054,Respiratory Therapy Technicians,converted_csv/oesm12nat/national_M2012_dl__national_dl.csv,29,29-20,13460,2.4,47510,0.5,31590,38510,46760,56670,66530,9.507551894644093,10.768716542159835,0.00010330976550525307,12070,47850,9.398561160701128,10.775847295304315,train_through_2022
2013,2014,29-2054,Respiratory Therapy Technicians,converted_csv/oesm13nat/national_M2013_dl__national_dl.csv,29,29-20,12070,2.3,47850,0.6,31550,38670,47040,57220,67470,9.398561160701128,10.775847295304315,9.103326145702996e-05,10610,48800,9.269646477873591,10.795506083434564,train_through_2022
2014,2015,29-2054,Respiratory Therapy Technicians,converted_csv/oesm14nat/national_M2014_dl__national_dl.csv,29,29-20,10610,3.2,48800,0.7,31260,38940,47810,58520,69800,9.269646477873591,10.795506083434564,7.851806440908607e-05,10000,49720,9.210440366976517,10.814182658053124,train_through_2022
2015,2016,29-2054,Respiratory Therapy Technicians,converted_csv/oesm15nat/national_M2015_dl__national_dl.csv,29,29-20,10000,3.1,49720,0.7,30750,39180,48490,59920,72300,9.210440366976517,10.814182658053124,7.251805681485176e-05,10600,50520,9.268703615273097,10.83014437040946,train_through_2022
2016,2017,29-2054,Respiratory Therapy Technicians,converted_csv/oesm16nat/national_M2016_dl__national_dl.csv,29,29-20,10600,3.3,50520,1.0,30800,40040,49780,60730,72970,9.268703615273097,10.83014437040946,7.549860238554217e-05,9600,50900,9.169622538697624,10.837637848711049,train_through_2022
2017,2018,29-2054,Respiratory Therapy Technicians,converted_csv/oesm17nat/national_M2017_dl__national_dl.csv,29,29-20,9600,3.6,50900,1.0,30990,40430,50350,61390,73330,9.169622538697624,10.837637848711049,6.734521649031808e-05,9090,51380,9.115040192121858,10.847023733300478,train_through_2022
2010,2011,29-2055,Surgical Technologists,converted_csv/oesm10nat/national_M2010_dl__national_dl.csv,29,29-20,92260,1.3,41310,0.4,28100,33400,39920,47570,57330,11.432376795986519,10.62888408731157,0.000725901349801994,94490,42460,11.456259870851161,10.656341286557868,train_through_2022
2011,2012,29-2055,Surgical Technologists,oesm11nat/national_M2011_dl.csv,29,29-20,94490,1.3,42460,0.3,28860,33950,40950,48710,59150,11.456259870851161,10.656341286557868,0.0007365990080196447,97150,43480,11.484021748113392,10.680079340050709,train_through_2022
2012,2013,29-2055,Surgical Technologists,converted_csv/oesm12nat/national_M2012_dl__national_dl.csv,29,29-20,97150,1.2,43480,0.3,29710,34560,41790,50500,60240,11.484021748113392,10.680079340050709,0.0007456570370605747,97930,44420,11.492018428038177,10.701467609576829,train_through_2022
2013,2014,29-2055,Surgical Technologists,converted_csv/oesm13nat/national_M2013_dl__national_dl.csv,29,29-20,97930,1.1,44420,0.3,30450,35180,42720,52270,61300,11.492018428038177,10.701467609576829,0.0007385987816476341,98450,45010,11.49731424145601,10.714662183325226,train_through_2022
2014,2015,29-2055,Surgical Technologists,converted_csv/oesm14nat/national_M2014_dl__national_dl.csv,29,29-20,98450,1.2,45010,0.3,30780,35580,43350,52890,62170,11.49731424145601,10.714662183325226,0.0007285677135791258,100270,45940,11.515631799540945,10.735113243529035,train_through_2022
2015,2016,29-2055,Surgical Technologists,converted_csv/oesm15nat/national_M2015_dl__national_dl.csv,29,29-20,100270,1.3,45940,0.3,31410,36340,44330,54000,63410,11.515631799540945,10.735113243529035,0.0007271385556825186,105720,46800,11.568558827621654,10.753659849198824,train_through_2022
2016,2017,29-2055,Surgical Technologists,converted_csv/oesm16nat/national_M2016_dl__national_dl.csv,29,29-20,105720,1.2,46800,0.3,31720,36980,45160,55030,64800,11.568558827621654,10.753659849198824,0.0007529917211508978,106470,48060,11.575627926581628,10.780226316398169,train_through_2022
2017,2018,29-2055,Surgical Technologists,converted_csv/oesm17nat/national_M2017_dl__national_dl.csv,29,29-20,106470,1.1,48060,0.3,32470,38020,46310,56720,67000,11.575627926581628,10.780226316398169,0.0007469005416379338,110160,49040,11.60969821106649,10.800411961919318,train_through_2022
2018,2019,29-2055,Surgical Technologists,converted_csv/oesm18nat/national_M2018_dl__national_dl.csv,29,29-20,110160,1.1,49040,0.3,32870,38910,47300,58040,69170,11.60969821106649,10.800411961919318,0.0007611350197973872,109000,50110,11.599112335481124,10.821995823851237,train_through_2022
2019,2020,29-2055,Surgical Technologists,converted_csv/oesm19nat/national_M2019_dl__national_M2019_dl.csv,29,29-20,109000,1.1,50110,0.3,33420,39760,48300,59320,71400,11.599112335481124,10.821995823851237,0.0007421353904146201,107400,51510,11.58432477200052,10.849550656077264,train_through_2022
2020,2021,29-2055,Surgical Technologists,converted_csv/oesm20nat/national_M2020_dl__national_M2020_dl.csv,29,29-20,107400,1.2,51510,0.3,34120,41010,49710,60980,73110,11.58432477200052,10.849550656077264,0.0007721242165257731,109060,53590,11.59966263770264,10.889136422512594,train_through_2022
2021,2022,29-2055,Surgical Technologists,converted_csv/oesm21nat/national_M2021_dl__national_M2021_dl.csv,29,29-20,109060,1.1,53590,0.3,36930,46440,48530,60780,75940,11.59966263770264,10.889136422512594,0.0007741034088870847,107400,57500,11.58432477200052,10.959557617938563,train_through_2022
2022,2023,29-2055,Surgical Technologists,converted_csv/oesm22nat/national_M2022_dl__national_M2022_dl.csv,29,29-20,107400,0.9,57500,0.3,38860,47860,55960,64360,78560,11.58432477200052,10.959557617938563,0.0007262411623753523,110320,62250,11.611149576965623,11.038929878454953,holdout_2023_2024
2023,2024,29-2055,Surgical Technologists,converted_csv/oesm23nat/national_M2023_dl__national_M2023_dl.csv,29,29-20,110320,0.9,62250,0.3,40640,49940,60610,72520,83150,11.611149576965623,11.038929878454953,0.0007264912546771332,113890,65810,11.642997129631992,11.094542276593797,holdout_2023_2024
2010,2011,29-2056,Veterinary Technologists and Technicians,converted_csv/oesm10nat/national_M2010_dl__national_dl.csv,29,29-20,79870,2.2,31030,0.6,20500,24480,29710,36300,44030,11.288168112178617,10.342741983800368,0.0006284168741457323,78800,31570,11.274680966120778,10.359994256691806,train_through_2022
2011,2012,29-2056,Veterinary Technologists and Technicians,oesm11nat/national_M2011_dl.csv,29,29-20,78800,2.1,31570,0.6,20880,25010,30140,36660,44740,11.274680966120778,10.359994256691806,0.0006142872455492433,83350,31470,11.33081588570745,10.356821765848482,train_through_2022
2012,2013,29-2056,Veterinary Technologists and Technicians,converted_csv/oesm12nat/national_M2012_dl__national_dl.csv,29,29-20,83350,2.0,31470,0.5,21030,25150,30290,36580,44030,11.33081588570745,10.356821765848482,0.0006397376638085322,87870,31760,11.383625108873522,10.36599440101149,train_through_2022
2013,2014,29-2056,Veterinary Technologists and Technicians,converted_csv/oesm13nat/national_M2013_dl__national_dl.csv,29,29-20,87870,1.7,31760,0.5,21270,25400,30500,36860,44490,11.383625108873522,10.36599440101149,0.0006627251602509712,93300,32350,11.443586104891608,10.384400211352366,train_through_2022
2014,2015,29-2056,Veterinary Technologists and Technicians,converted_csv/oesm14nat/national_M2014_dl__national_dl.csv,29,29-20,93300,1.7,32350,0.5,21390,25740,31070,37590,45710,11.443586104891608,10.384400211352366,0.0006904557407509642,95790,33280,11.469924013825526,10.412741942560633,train_through_2022
2015,2016,29-2056,Veterinary Technologists and Technicians,converted_csv/oesm15nat/national_M2015_dl__national_dl.csv,29,29-20,95790,1.9,33280,0.6,21890,26350,31800,38480,47410,11.469924013825526,10.412741942560633,0.000694650466229465,99390,33870,11.506816845285819,10.430314470029058,train_through_2022
2016,2017,29-2056,Veterinary Technologists and Technicians,converted_csv/oesm16nat/national_M2016_dl__national_dl.csv,29,29-20,99390,2.0,33870,0.6,22340,26870,32490,38950,48330,11.506816845285819,10.430314470029058,0.0007079062350093429,103430,34710,11.546660002699857,10.454811918581997,train_through_2022
2017,2018,29-2056,Veterinary Technologists and Technicians,converted_csv/oesm17nat/national_M2017_dl__national_dl.csv,29,29-20,103430,1.9,34710,0.6,22880,27430,33400,39860,49350,11.546660002699857,10.454811918581997,0.0007255745564159999,106680,35560,11.577598352080289,10.479004810717253,train_through_2022
2018,2019,29-2056,Veterinary Technologists and Technicians,converted_csv/oesm18nat/national_M2018_dl__national_dl.csv,29,29-20,106680,1.8,35560,0.5,23490,28210,34420,40710,50010,11.577598352080289,10.479004810717253,0.0007370904494552039,110650,36670,11.614136382944006,10.509741530941705,train_through_2022
2019,2020,29-2056,Veterinary Technologists and Technicians,converted_csv/oesm19nat/national_M2019_dl__national_M2019_dl.csv,29,29-20,110650,1.8,36670,0.6,24530,29080,35320,42540,51230,11.614136382944006,10.509741530941705,0.000753369549994291,109490,37860,11.603597633079941,10.541676837515393,train_through_2022
2020,2021,29-2056,Veterinary Technologists and Technicians,converted_csv/oesm20nat/national_M2020_dl__national_M2020_dl.csv,29,29-20,109490,2.0,37860,0.7,25520,30030,36260,43890,52410,11.603597633079941,10.541676837515393,0.0007871497250224106,118670,38250,11.684110237353266,10.551924982703788,train_through_2022
2021,2022,29-2056,Veterinary Technologists and Technicians,converted_csv/oesm21nat/national_M2021_dl__national_M2021_dl.csv,29,29-20,118670,1.4,38250,0.4,28370,29810,36850,45750,48100,11.684110237353266,10.551924982703788,0.0008423147949076687,118750,40770,11.684784142914062,10.615726323351593,train_through_2022
